CustomerKey,GeographyKey,FirstName,LastName,fullName,BirthDate,MaritalStatus,Gender,EmailAddress,EnglishEducation,EnglishOccupation,AddressLine1,Phone,DateFirstPurchase,customer city
18115,637,Richard,Young,Richard Young,1958-06-15,M,Male,richard19@adventure-works.com,Partial High School,Skilled Manual,3485 Sands,257-555-0130,2021-11-23,Seattle
18116,54,Thomas,Li,Thomas Li,1958-01-09,M,Male,thomas29@adventure-works.com,Partial High School,Skilled Manual,8389 Richard Ave.,427-555-0142,2021-10-12,N. Vancouver
18117,634,Fernando,Washington,Fernando Washington,1969-01-18,S,Male,fernando56@adventure-works.com,High School,Professional,6739 Rishell Ct.,467-555-0170,2021-12-23,Redmond
18118,58,Megan,Reed,Megan Reed,1957-10-22,M,Female,megan31@adventure-works.com,High School,Professional,757 Pine Creek Way,495-555-0119,2021-11-29,Newton
18119,310,Shawn,Nath,Shawn Nath,1963-05-07,M,Male,shawn20@adventure-works.com,High School,Professional,259 Thames Drive,756-555-0138,2021-10-19,Colma
18120,299,Isabella,Martin,Isabella Martin,1957-12-25,M,Female,isabella70@adventure-works.com,High School,Professional,4641 Miguel Drive,145-555-0136,2021-09-06,Berkeley
18121,641,Madeline,Young,Madeline Young,1974-10-20,M,Female,madeline22@adventure-works.com,High School,Professional,2293 Boxer Blvd,622-555-0146,2021-09-16,Spokane
18122,52,Justin,Hughes,Justin Hughes,1959-03-31,S,Male,justin8@adventure-works.com,Partial College,Professional,1646 Twinview Drive,189-555-0112,2021-10-25,Langley
18123,315,Emily,Hughes,Emily Hughes,1964-04-12,M,Female,emily36@adventure-works.com,Partial College,Professional,4044 Sun View Dr.,374-555-0198,2021-03-03,Downey
18124,171,Calvin,Chander,Calvin Chander,1975-05-01,M,Male,calvin14@adventure-works.com,Bachelors,Management,Zimmerstr 576,1 (11) 500 555-0141,2021-09-16,Neunkirchen
18125,178,Leah,Cai,Leah Cai,1974-11-13,M,Female,leah17@adventure-works.com,Bachelors,Management,Brunnenstr 2411,1 (11) 500 555-0143,2019-12-30,Sulzbach Taunus
18126,243,Larry,Ortega,Larry Ortega,1964-06-09,M,Male,larry24@adventure-works.com,Partial College,Professional,32 Sun View Terrace,1 (11) 500 555-0184,2020-11-21,Leeds
18127,254,Franklin,He,Franklin He,1964-03-22,M,Male,franklin16@adventure-works.com,Partial College,Professional,7084 Catanzaro Way,1 (11) 500 555-0160,2020-11-03,London
18128,220,Roberto,Suarez,Roberto Suarez,1963-06-06,M,Male,roberto17@adventure-works.com,High School,Professional,"6, route de Marseille",1 (11) 500 555-0131,2021-04-15,Bobigny
18129,207,Elizabeth,Rodriguez,Elizabeth Rodriguez,1962-12-04,M,Female,elizabeth24@adventure-works.com,Partial College,Professional,"2, rue des Bouchers",1 (11) 500 555-0195,2021-06-05,Chatou
18130,171,Kaitlyn,Mitchell,Kaitlyn Mitchell,1962-08-08,S,Female,kaitlyn9@adventure-works.com,Partial College,Professional,Wasserstr 6465,1 (11) 500 555-0131,2020-01-08,Neunkirchen
18131,206,Ann,Malhotra,Ann Malhotra,1961-07-06,S,Female,ann10@adventure-works.com,Partial College,Professional,"66+B6324, rue de Berri",1 (11) 500 555-0168,2019-09-16,Roissy en Brie
18132,218,Adrienne,Blanco,Adrienne Blanco,1961-12-20,M,Female,adrienne12@adventure-works.com,Partial College,Professional,"10, rue Royale",1 (11) 500 555-0198,2019-09-14,Sèvres
18133,131,Karen,Smith,Karen Smith,1978-01-02,S,Female,karen8@adventure-works.com,High School,Professional,Pascalstr 442,1 (11) 500 555-0143,2020-02-07,Frankfurt
18134,120,Melody,Romero,Melody Romero,1967-01-22,M,Female,melody9@adventure-works.com,High School,Professional,Hunzinger Allee 292,1 (11) 500 555-0168,2020-02-12,Hof
18135,238,Blake,Diaz,Blake Diaz,1967-12-13,M,Male,blake69@adventure-works.com,Partial High School,Professional,5311 Argyll Ave.,1 (11) 500 555-0174,2020-11-04,Gateshead
18136,254,Carl,Xie,Carl Xie,1967-09-03,M,Male,carl3@adventure-works.com,Partial College,Professional,9233 Del Rey St.,1 (11) 500 555-0116,2020-11-16,London
18137,208,Gabriel,Kumar,Gabriel Kumar,1960-07-10,M,Male,gabriel25@adventure-works.com,High School,Professional,Midi-Couleurs,1 (11) 500 555-0132,2019-09-03,Saint Germain en Laye
18138,202,Walter,Alonso,Walter Alonso,1960-08-08,M,Male,walter21@adventure-works.com,High School,Professional,"3, rue Lamarck",1 (11) 500 555-0194,2021-12-06,Paris
18139,147,Jennifer,Washington,Jennifer Washington,1971-08-08,M,Female,jennifer86@adventure-works.com,Partial High School,Professional,Auf den Kuhlen Straße 2249,1 (11) 500 555-0188,2020-02-23,Hamburg
18140,171,Anthony,White,Anthony White,1960-12-30,M,Male,anthony20@adventure-works.com,Partial College,Professional,Heiderweg 4725,1 (11) 500 555-0177,2020-02-21,Neunkirchen
18141,230,Deanna,Chandra,Deanna Chandra,1966-10-03,M,Female,deanna5@adventure-works.com,Partial College,Professional,9340 Brook Way,1 (11) 500 555-0180,2020-11-04,Berkshire
18142,189,Riley,Bradley,Riley Bradley,1959-10-12,S,Female,riley1@adventure-works.com,Partial College,Professional,"5, rue de l´Avenir",1 (11) 500 555-0117,2021-10-28,Roubaix
18143,199,Chad,Shen,Chad Shen,1950-05-14,S,Male,chad3@adventure-works.com,High School,Professional,"7755, rue Ste-Honoré",1 (11) 500 555-0164,2019-10-05,Paris
18144,202,Katie,Chapman,Katie Chapman,1955-11-03,M,Female,katie18@adventure-works.com,Bachelors,Management,"37, rue Faubourg St Antoine",1 (11) 500 555-0133,2021-11-30,Paris
18145,154,David,So,David So,1961-02-11,M,Male,david25@adventure-works.com,Bachelors,Management,Marketplatz 5193,349-555-0100,2021-02-10,Bonn
18146,147,Eugene,Wang,Eugene Wang,1949-12-26,S,Male,eugene5@adventure-works.com,Partial College,Professional,Nollendorfplatz 5228,1 (11) 500 555-0159,2021-10-23,Hamburg
18147,277,Katrina,Luo,Katrina Luo,1950-04-22,M,Female,katrina5@adventure-works.com,Bachelors,Management,6267 Eastgate Lane,1 (11) 500 555-0197,2020-11-27,York
18148,215,Jaclyn,Huang,Jaclyn Huang,1951-05-13,M,Female,jaclyn6@adventure-works.com,Partial High School,Skilled Manual,"8201, rue Malar",1 (11) 500 555-0153,2019-10-16,Colombes
18149,230,Rebekah,Blanco,Rebekah Blanco,1962-03-07,M,Female,rebekah35@adventure-works.com,Bachelors,Management,1388 Rolando Avenue,1 (11) 500 555-0134,2021-04-04,Berkshire
18150,215,Mitchell,Deng,Mitchell Deng,1952-01-17,S,Male,mitchell1@adventure-works.com,Partial College,Professional,"11, allée des Princes",1 (11) 500 555-0189,2021-02-21,Colombes
18151,208,Brendan,She,Brendan She,1957-11-02,S,Male,brendan0@adventure-works.com,Partial College,Professional,"3686, quai de Grenelle",1 (11) 500 555-0137,2021-03-23,Saint Germain en Laye
18152,222,Bryant,Suri,Bryant Suri,1951-08-31,S,Male,bryant0@adventure-works.com,Partial College,Professional,"523, rue de l'Espace De Schengen",1 (11) 500 555-0148,2021-02-26,Pantin
18153,124,Karen,Gao,Karen Gao,1952-04-17,M,Female,karen25@adventure-works.com,Bachelors,Management,Conesweg 807,1 (11) 500 555-0186,2022-01-02,Berlin
18154,153,Calvin,She,Calvin She,1952-02-19,S,Male,calvin0@adventure-works.com,Bachelors,Management,Postfach 8 77 99,1 (11) 500 555-0119,2021-05-27,Berlin
18155,231,Arianna,Morgan,Arianna Morgan,1960-03-07,M,Female,arianna35@adventure-works.com,Partial College,Professional,2441 Haven Drive,1 (11) 500 555-0111,2021-06-30,Billericay
18156,240,Trisha,Zhang,Trisha Zhang,1969-07-31,M,Female,trisha18@adventure-works.com,Partial College,Professional,1413 Bridgeview St,1 (11) 500 555-0167,2021-09-01,High Wycombe
18157,131,Isabella,Hall,Isabella Hall,1958-09-03,S,Female,isabella80@adventure-works.com,Partial College,Professional,Bundesallee 4422,1 (11) 500 555-0181,2020-04-19,Frankfurt
18158,262,Jeremiah,Griffin,Jeremiah Griffin,1958-12-11,M,Male,jeremiah36@adventure-works.com,Partial College,Professional,7316 Starflower Dr.,1 (11) 500 555-0178,2020-10-28,Oxford
18159,182,Jaime,Serrano,Jaime Serrano,1965-09-20,M,Female,jaime18@adventure-works.com,High School,Professional,"42, boulevard du Montparnasse",1 (11) 500 555-0113,2022-01-23,Saint Ouen
18160,238,Bryan,Rivera,Bryan Rivera,1965-10-10,M,Male,bryan17@adventure-works.com,High School,Professional,3337 East 26th Street,1 (11) 500 555-0168,2020-11-17,Gateshead
18161,226,Tanya,Sanz,Tanya Sanz,1959-04-06,M,Female,tanya17@adventure-works.com,Partial College,Professional,"67, cours Mirabeau",1 (11) 500 555-0118,2021-05-24,Cergy
18162,215,Misty,Pal,Misty Pal,1959-01-18,M,Female,misty14@adventure-works.com,Partial College,Professional,"401, rue Jean Mermoz",1 (11) 500 555-0195,2021-10-10,Colombes
18163,184,Gabriel,Zhang,Gabriel Zhang,1958-08-11,M,Male,gabriel20@adventure-works.com,Bachelors,Management,"22, rue de l'Espace De Schengen",1 (11) 500 555-0115,2019-11-12,Metz
18164,135,Alisha,Wang,Alisha Wang,1959-02-17,M,Female,alisha1@adventure-works.com,Bachelors,Management,Auf der Krone 4664,1 (11) 500 555-0152,2020-05-18,Salzgitter
18165,232,Randall,Gill,Randall Gill,1959-05-16,M,Male,randall15@adventure-works.com,Bachelors,Management,5159 Amanda Circle,1 (11) 500 555-0110,2021-04-11,Birmingham
18166,262,Julian,Wood,Julian Wood,1959-01-21,M,Male,julian3@adventure-works.com,Graduate Degree,Management,8646 Sherry Circle,1 (11) 500 555-0115,2020-11-09,Oxford
18167,145,Raul,Chander,Raul Chander,1957-08-09,M,Male,raul13@adventure-works.com,High School,Professional,Zeiter Weg 9922,1 (11) 500 555-0177,2020-06-05,Frankfurt am Main
18168,237,Pedro,Sanz,Pedro Sanz,1974-08-12,S,Male,pedro40@adventure-works.com,Partial College,Professional,5394 Baywood Drive,1 (11) 500 555-0135,2020-11-19,Esher-Molesey
18169,123,Alisha,Liang,Alisha Liang,1962-04-09,S,Female,alisha17@adventure-works.com,High School,Professional,Buergermeister-ulrich-str 5555,1 (11) 500 555-0142,2021-03-26,Berlin
18170,121,Adam,Perez,Adam Perez,1957-02-01,M,Male,adam33@adventure-works.com,High School,Professional,Räuscherweg 292,1 (11) 500 555-0183,2021-03-08,Ingolstadt
18171,177,Alejandro,Zeng,Alejandro Zeng,1956-09-30,M,Male,alejandro25@adventure-works.com,Partial College,Professional,Parkstr 4841,1 (11) 500 555-0124,2020-06-26,Stuttgart
18172,232,Willie,Black,Willie Black,1956-12-19,M,Male,willie39@adventure-works.com,High School,Professional,6601 Bentley Ct,1 (11) 500 555-0149,2021-10-20,Birmingham
18173,250,Brent,Zhang,Brent Zhang,1956-11-29,S,Male,brent0@adventure-works.com,High School,Professional,2839 Stinson,1 (11) 500 555-0171,2020-11-03,London
18174,225,Jill,Munoz,Jill Munoz,1960-12-30,M,Female,jill15@adventure-works.com,High School,Management,"8, rue de l´Avenir",1 (11) 500 555-0114,2021-01-30,Orly
18175,196,Carrie,Hernandez,Carrie Hernandez,1955-11-13,M,Female,carrie3@adventure-works.com,High School,Management,"42, impasse Ste-Madeleine",1 (11) 500 555-0114,2019-11-22,Paris
18176,158,Bradley,Kumar,Bradley Kumar,1955-12-24,M,Male,bradley10@adventure-works.com,Partial College,Management,Rehstr 4242,1 (11) 500 555-0174,2020-06-10,Leipzig
18177,249,Reginald,Suarez,Reginald Suarez,1961-09-12,M,Male,reginald5@adventure-works.com,High School,Management,8980 Sea Ranch Ct,1 (11) 500 555-0135,2020-11-04,London
18178,266,Tracy,Goel,Tracy Goel,1955-10-23,M,Female,tracy18@adventure-works.com,Partial College,Management,6161 Sanders St.,1 (11) 500 555-0118,2021-06-08,Reading
18179,199,Chelsea,McDonald,Chelsea McDonald,1954-10-09,S,Female,chelsea5@adventure-works.com,High School,Management,"12, route de Marseille",1 (11) 500 555-0139,2021-04-17,Paris
18180,133,Juan,Howard,Juan Howard,1955-02-13,M,Male,juan21@adventure-works.com,High School,Management,Nonnendamm 222,1 (11) 500 555-0121,2021-05-10,Kassel
18181,245,Neil,Diaz,Neil Diaz,1960-10-08,M,Male,neil4@adventure-works.com,High School,Management,9312 Virginia Hills Drive,1 (11) 500 555-0163,2021-05-26,London
18182,164,Kristi,Prasad,Kristi Prasad,1954-04-04,S,Female,kristi26@adventure-works.com,Partial High School,Skilled Manual,Zollhof 7866,1 (11) 500 555-0194,2021-04-09,Berlin
18183,160,Meagan,Schmidt,Meagan Schmidt,1954-06-18,M,Female,meagan10@adventure-works.com,Partial High School,Skilled Manual,Unter Linden 754,1 (11) 500 555-0171,2020-06-22,Paderborn
18184,197,Leonard,Chande,Leonard Chande,1952-07-08,M,Male,leonard16@adventure-works.com,Partial High School,Skilled Manual,"28, quai Paul Doumer",1 (11) 500 555-0119,2021-10-16,Paris
18185,158,Laura,Huang,Laura Huang,1953-05-05,M,Female,laura12@adventure-works.com,Partial High School,Professional,Buergermeister-ulrich-str 90,1 (11) 500 555-0129,2020-06-17,Leipzig
18186,261,Lori,Hernandez,Lori Hernandez,1953-01-29,M,Female,lori6@adventure-works.com,Partial High School,Professional,4654 Marina View Pkwy.,1 (11) 500 555-0194,2021-04-13,Newcastle upon Tyne
18187,274,Dennis,Gao,Dennis Gao,1952-08-19,S,Male,dennis16@adventure-works.com,Bachelors,Professional,3173 Darlene Drive,1 (11) 500 555-0169,2021-06-03,West Sussex
18188,40,Jeffery,Wang,Jeffery Wang,1980-09-09,M,Male,jeffery1@adventure-works.com,Bachelors,Professional,6904 Sunset Way,1 (11) 500 555-0146,2019-04-04,Warrnambool
18189,15,Nancy,Mehta,Nancy Mehta,1982-04-20,M,Female,nancy17@adventure-works.com,Bachelors,Professional,5021 Rio Grande Drive,1 (11) 500 555-0161,2019-04-04,Silverwater
18190,29,Danny,Diaz,Danny Diaz,1981-02-17,M,Male,danny3@adventure-works.com,Bachelors,Professional,8607 Pineview Lane,1 (11) 500 555-0111,2021-03-20,Findon
18191,12,Julie,Sharma,Julie Sharma,1981-02-09,M,Female,julie14@adventure-works.com,Bachelors,Professional,1512 Birch Bark Dr,1 (11) 500 555-0113,2021-01-30,North Sydney
18192,12,Max,Hernandez,Max Hernandez,1979-07-13,M,Male,max4@adventure-works.com,Bachelors,Professional,6885 Amending Drive,1 (11) 500 555-0142,2021-04-06,North Sydney
18193,6,Louis,Yuan,Louis Yuan,1981-06-20,S,Male,louis24@adventure-works.com,Bachelors,Professional,8313 Canyon Creek Drive,1 (11) 500 555-0191,2019-04-09,Lavender Bay
18194,30,Yolanda,Kumar,Yolanda Kumar,1980-03-11,M,Female,yolanda7@adventure-works.com,Bachelors,Professional,8114 Riviera Way,1 (11) 500 555-0126,2021-05-22,Perth
18195,5,Walter,Sanz,Walter Sanz,1985-08-16,M,Male,walter13@adventure-works.com,Bachelors,Professional,7747 Relis Valley Road,1 (11) 500 555-0144,2021-04-21,Lane Cove
18196,2,Ivan,Rana,Ivan Rana,1979-09-20,M,Male,ivan7@adventure-works.com,High School,Management,927 Live Oak Ave.,1 (11) 500 555-0191,2019-05-11,Coffs Harbour
18197,3,Jenny,Zimmerman,Jenny Zimmerman,1980-01-10,M,Female,jenny30@adventure-works.com,Partial College,Management,546 Leonard Ct,1 (11) 500 555-0187,2021-02-19,Darlinghurst
18198,3,Cedric,Xu,Cedric Xu,1979-09-21,S,Male,cedric27@adventure-works.com,Partial High School,Professional,6665 Homestead Ave.,1 (11) 500 555-0199,2019-05-17,Darlinghurst
18199,7,Brandy,Lopez,Brandy Lopez,1979-09-07,S,Female,brandy13@adventure-works.com,High School,Management,2951 Cape Cod Way,1 (11) 500 555-0138,2021-05-30,Malabar
18200,13,Alfredo,Gomez,Alfredo Gomez,1978-12-07,M,Male,alfredo2@adventure-works.com,Bachelors,Professional,9430 La Vista Avenue,1 (11) 500 555-0191,2019-05-07,Port Macquarie
18201,13,Karla,Xie,Karla Xie,1979-04-23,M,Female,karla3@adventure-works.com,High School,Management,3936 Cedar Point Loop,1 (11) 500 555-0116,2019-05-14,Port Macquarie
18202,27,Erika,Gill,Erika Gill,1978-10-14,M,Female,erika11@adventure-works.com,High School,Management,1045 Lolita Drive,1 (11) 500 555-0175,2019-05-30,Townsville
18203,9,Louis,Kumar,Louis Kumar,1978-08-26,S,Male,louis25@adventure-works.com,High School,Management,8568 San Vincente Drive,1 (11) 500 555-0126,2019-05-11,Milsons Point
18204,26,Tiffany,Cai,Tiffany Cai,1979-05-21,M,Female,tiffany22@adventure-works.com,Partial High School,Professional,7392 Coachman Place,1 (11) 500 555-0199,2019-05-09,Rockhampton
18205,13,Lindsey,Raji,Lindsey Raji,1983-05-25,M,Female,lindsey21@adventure-works.com,Bachelors,Professional,8909 Chestnut Ave.,1 (11) 500 555-0145,2019-05-08,Port Macquarie
18206,2,Bruce,Madan,Bruce Madan,1983-03-17,M,Male,bruce6@adventure-works.com,High School,Management,1480 Oliveria Road,1 (11) 500 555-0184,2021-04-22,Coffs Harbour
18207,15,Phillip,Gonzalez,Phillip Gonzalez,1978-03-19,M,Male,phillip20@adventure-works.com,High School,Management,1986 St. Andrews Way,1 (11) 500 555-0136,2019-05-16,Silverwater
18208,6,Latoya,Nara,Latoya Nara,1976-08-03,M,Female,latoya15@adventure-works.com,Bachelors,Professional,6526 Edie Ct.,1 (11) 500 555-0172,2019-05-14,Lavender Bay
18209,4,Ann,Chandra,Ann Chandra,1978-03-08,S,Female,ann7@adventure-works.com,High School,Management,3340 Baywood Drive,1 (11) 500 555-0168,2019-05-10,Goulburn
18210,15,Katie,Lal,Katie Lal,1983-03-23,M,Female,katie11@adventure-works.com,High School,Management,1226 Shoenic,1 (11) 500 555-0137,2019-05-03,Silverwater
18211,21,Jaclyn,Sun,Jaclyn Sun,1977-07-11,M,Female,jaclyn14@adventure-works.com,High School,Management,5914 Hazel Drive,1 (11) 500 555-0177,2021-03-01,Caloundra
18212,17,Marc,Ramos,Marc Ramos,1976-09-06,M,Male,marc21@adventure-works.com,Bachelors,Professional,8478 Logan Ct.,1 (11) 500 555-0112,2019-05-15,St. Leonards
18213,28,Sheena,Raji,Sheena Raji,1976-09-16,S,Female,sheena20@adventure-works.com,High School,Management,6071 Mi Casa Court,1 (11) 500 555-0111,2019-05-11,Cloverdale
18214,35,Ronald,Suri,Ronald Suri,1977-06-26,M,Male,ronald2@adventure-works.com,High School,Management,8991 Temple Court,1 (11) 500 555-0186,2019-05-29,Melbourne
18215,26,Ashley,Taylor,Ashley Taylor,1976-04-03,S,Female,ashley9@adventure-works.com,Bachelors,Professional,626 Rossmor Parkway,1 (11) 500 555-0118,2021-10-31,Rockhampton
18216,27,Susan,Zhang,Susan Zhang,1981-11-22,M,Female,susan10@adventure-works.com,Bachelors,Professional,5462 Patricia,1 (11) 500 555-0169,2021-02-23,Townsville
18217,24,Danny,Alonso,Danny Alonso,1975-12-19,M,Male,danny9@adventure-works.com,High School,Management,1245 Clayton Road,1 (11) 500 555-0120,2019-05-09,Hawthorne
18218,19,Thomas,Powell,Thomas Powell,1981-08-02,M,Male,thomas10@adventure-works.com,High School,Management,6051 Bellows Ct,1 (11) 500 555-0145,2019-05-11,Wollongong
18219,19,Felicia,Gomez,Felicia Gomez,1981-11-02,M,Female,felicia1@adventure-works.com,Partial High School,Professional,9790 Berrellesa St.,1 (11) 500 555-0151,2019-05-22,Wollongong
18220,20,Brent,Huang,Brent Huang,1977-05-11,M,Male,brent5@adventure-works.com,Partial High School,Professional,1903 Vista Place,1 (11) 500 555-0176,2019-05-07,Brisbane
18221,24,Marc,Alvarez,Marc Alvarez,1977-02-15,M,Male,marc8@adventure-works.com,Partial High School,Management,498 Willow Pass Rd,1 (11) 500 555-0181,2021-08-09,Hawthorne
18222,17,Carolyn,Suarez,Carolyn Suarez,1980-08-29,M,Female,carolyn40@adventure-works.com,Bachelors,Management,6111 Lancaster,1 (11) 500 555-0117,2019-05-15,St. Leonards
18223,539,Noah,Clark,Noah Clark,1975-09-21,M,Male,noah66@adventure-works.com,Partial College,Professional,8995 Stanford St.,811-555-0121,2021-02-25,Corvallis
18224,627,Vanessa,Perry,Vanessa Perry,1970-04-09,S,Female,vanessa8@adventure-works.com,Partial College,Professional,4553 Morello Ave,684-555-0129,2021-11-05,Marysville
18225,627,Paige,Jenkins,Paige Jenkins,1970-04-22,S,Female,paige7@adventure-works.com,Partial College,Professional,5281 Miller Avenue,914-555-0131,2021-11-05,Marysville
18226,637,Joseph,Walker,Joseph Walker,1971-05-03,M,Male,joseph30@adventure-works.com,Partial College,Skilled Manual,9008 Creekside Drive,217-555-0162,2021-10-20,Seattle
18227,626,Miranda,Diaz,Miranda Diaz,1977-06-20,M,Female,miranda22@adventure-works.com,Partial College,Skilled Manual,9681 VistaView Way,128-555-0117,2021-09-29,Lynnwood
18228,368,Adam,Parker,Adam Parker,1965-10-25,M,Male,adam29@adventure-works.com,Partial College,Skilled Manual,7154 Broadway,808-555-0157,2021-10-04,Santa Cruz
18229,302,Gabriella,Ward,Gabriella Ward,1965-05-19,M,Female,gabriella10@adventure-works.com,Partial College,Skilled Manual,6749 Quartermaster,629-555-0116,2021-10-26,Burlingame
18230,298,Brianna,Perry,Brianna Perry,1970-08-08,M,Female,brianna53@adventure-works.com,Bachelors,Professional,7901 Moccasin Ct.,988-555-0157,2021-11-22,Bellflower
18231,299,Janet,Gutierrez,Janet Gutierrez,1964-09-30,M,Female,janet16@adventure-works.com,Graduate Degree,Professional,8932 Westwood Way,857-555-0148,2021-11-27,Berkeley
18232,347,Sophia,Edwards,Sophia Edwards,1975-02-08,M,Female,sophia1@adventure-works.com,Partial College,Skilled Manual,5431 Bella Avenue,914-555-0138,2021-11-08,Novato
18233,631,Mackenzie,Bailey,Mackenzie Bailey,1964-02-06,S,Female,mackenzie14@adventure-works.com,Bachelors,Professional,2710 Roux Court,147-555-0135,2021-09-29,Olympia
18234,638,Alexandria,Russell,Alexandria Russell,1963-11-01,M,Female,alexandria20@adventure-works.com,Bachelors,Professional,9590 Sutton Circle,454-555-0165,2021-10-07,Sedro Woolley
18235,300,Vincent,Guo,Vincent Guo,1975-04-03,M,Male,vincent17@adventure-works.com,Graduate Degree,Professional,5152 Fine Dr.,837-555-0178,2021-08-31,Beverly Hills
18236,65,Andrew,Wilson,Andrew Wilson,1969-05-09,M,Male,andrew16@adventure-works.com,Graduate Degree,Professional,8582 San Jose Ave.,984-555-0144,2021-10-18,Shawnee
18237,49,Nicole,Russell,Nicole Russell,1974-10-06,M,Female,nicole69@adventure-works.com,Graduate Degree,Professional,5587 D St.,150-555-0156,2021-09-30,Cliffside
18238,21,Eduardo,Harris,Eduardo Harris,1975-06-01,M,Male,eduardo12@adventure-works.com,Graduate Degree,Management,9969 Coldwater Drive,1 (11) 500 555-0138,2019-05-05,Caloundra
18239,7,Alisha,Zhu,Alisha Zhu,1980-07-19,M,Female,alisha14@adventure-works.com,Graduate Degree,Management,5049 Teakwood Dr.,1 (11) 500 555-0199,2019-05-26,Malabar
18240,36,Arthur,Smith,Arthur Smith,1975-04-03,M,Male,arthur10@adventure-works.com,Graduate Degree,Management,3253 La Jolla,1 (11) 500 555-0178,2019-05-24,Melton
18241,16,Tony,Sharma,Tony Sharma,1974-09-10,M,Male,tony12@adventure-works.com,Graduate Degree,Management,2096 Estudillo Street,1 (11) 500 555-0193,2019-05-07,Springwood
18242,10,Christine,Pal,Christine Pal,1975-01-07,M,Female,christine7@adventure-works.com,Graduate Degree,Management,9637 Arata Way,1 (11) 500 555-0112,2019-05-30,Newcastle
18243,9,Cesar,Sai,Cesar Sai,1980-11-21,M,Male,cesar4@adventure-works.com,Graduate Degree,Management,639 Treasure Drive,1 (11) 500 555-0116,2019-05-06,Milsons Point
18244,22,Lindsay,Chande,Lindsay Chande,1980-07-02,M,Female,lindsay15@adventure-works.com,Graduate Degree,Management,1288 Mt. Dias Blvd.,1 (11) 500 555-0135,2019-05-20,East Brisbane
18245,20,Misty,Goel,Misty Goel,1973-08-11,S,Female,misty21@adventure-works.com,Bachelors,Professional,8228 Kinross Dr.,1 (11) 500 555-0189,2019-05-16,Brisbane
18246,16,Terrence,Raje,Terrence Raje,1976-05-23,M,Male,terrence14@adventure-works.com,Bachelors,Professional,3664 Colt Ct.,1 (11) 500 555-0193,2019-05-12,Springwood
18247,35,Donna,Beck,Donna Beck,1973-08-13,M,Female,donna18@adventure-works.com,Bachelors,Professional,508 Somerset Place,1 (11) 500 555-0154,2021-07-15,Melbourne
18248,21,Pedro,Moreno,Pedro Moreno,1975-02-18,M,Male,pedro27@adventure-works.com,Graduate Degree,Management,9636 Gatter Court,1 (11) 500 555-0183,2019-05-25,Caloundra
18249,30,Alison,Chander,Alison Chander,1975-06-15,M,Female,alison16@adventure-works.com,Graduate Degree,Management,8180 Saclan Terr.,1 (11) 500 555-0157,2019-05-19,Perth
18250,34,Jeremiah,Hall,Jeremiah Hall,1973-01-13,S,Male,jeremiah12@adventure-works.com,Bachelors,Professional,686 Argonne Drive,1 (11) 500 555-0118,2019-05-05,Geelong
18251,34,Ricky,Sanz,Ricky Sanz,1978-10-17,S,Male,ricky21@adventure-works.com,Bachelors,Professional,9531 Lancaster,1 (11) 500 555-0112,2019-05-29,Geelong
18252,32,Alvin,Sun,Alvin Sun,1977-11-21,M,Male,alvin13@adventure-works.com,Graduate Degree,Management,9396 Race Road,1 (11) 500 555-0112,2019-05-30,Bendigo
18253,35,Trisha,Guo,Trisha Guo,1972-02-07,M,Female,trisha12@adventure-works.com,Graduate Degree,Management,"188, rue de Linois",1 (11) 500 555-0195,2021-05-11,Melbourne
18254,5,Larry,Martin,Larry Martin,1972-02-19,S,Male,larry1@adventure-works.com,Graduate Degree,Management,4917 Violet Ct.,1 (11) 500 555-0160,2019-05-21,Lane Cove
18255,34,Rachel,Griffin,Rachel Griffin,1976-07-05,S,Female,rachel69@adventure-works.com,Bachelors,Professional,5547 Montoya,1 (11) 500 555-0180,2019-05-12,Geelong
18256,20,Gilbert,Cai,Gilbert Cai,1971-01-17,M,Male,gilbert19@adventure-works.com,Bachelors,Professional,445 Bishop Drive,1 (11) 500 555-0127,2021-02-27,Brisbane
18257,33,Krista,Jimenez,Krista Jimenez,1974-04-09,M,Female,krista6@adventure-works.com,Bachelors,Professional,8632 River Ash Court,1 (11) 500 555-0149,2021-03-16,Cranbourne
18258,8,Cassie,Chander,Cassie Chander,1979-04-20,S,Female,cassie14@adventure-works.com,Bachelors,Professional,3747 W. Landing Avenue,1 (11) 500 555-0132,2021-06-18,Matraville
18259,35,Bailey,Torres,Bailey Torres,1982-01-12,S,Female,bailey10@adventure-works.com,Bachelors,Professional,9237 Cordova Way,1 (11) 500 555-0168,2021-02-20,Melbourne
18260,40,Jodi,Sharma,Jodi Sharma,1976-12-18,S,Female,jodi9@adventure-works.com,Bachelors,Professional,2111 Ringing Dr,1 (11) 500 555-0159,2019-05-23,Warrnambool
18261,30,Stacy,Ramos,Stacy Ramos,1982-01-30,S,Female,stacy18@adventure-works.com,Bachelors,Professional,6080 Candelero Pl.,1 (11) 500 555-0114,2021-08-30,Perth
18262,18,Evelyn,Rana,Evelyn Rana,1969-09-25,S,Female,evelyn12@adventure-works.com,Bachelors,Professional,7214 Peachwillow,1 (11) 500 555-0187,2021-10-20,Sydney
18263,2,Karla,Jai,Karla Jai,1975-04-19,M,Female,karla12@adventure-works.com,Bachelors,Professional,8042 StandingView Dr.,1 (11) 500 555-0119,2021-02-24,Coffs Harbour
